"","X","SYMBOL","padj_species","padj_human","variable","value","L1"
"83","ENSG00000105639","JAK3","sig","","pigtailed_macaque",-0.0126551268026791,"pigtailed_macaque"
"84","ENSG00000003147","ICA1","sig","","pigtailed_macaque",-0.188533199249937,"pigtailed_macaque"
"85","ENSG00000134028","ADAMDEC1","ns","","pigtailed_macaque",-2.15015112406559,"pigtailed_macaque"
"86","ENSG00000078053","AMPH","ns","","pigtailed_macaque",3.58409226332991,"pigtailed_macaque"
"87","ENSG00000117425","PTCH2","ns","","pigtailed_macaque",3.25172044221057,"pigtailed_macaque"
"88","ENSG00000105227","PRX","sig","","pigtailed_macaque",2.93369671990192,"pigtailed_macaque"
"89","ENSG00000226174","TEX22","sig","","pigtailed_macaque",0.598362775558485,"pigtailed_macaque"
"90","ENSG00000155966","AFF2","sig","","pigtailed_macaque",0.228593862156452,"pigtailed_macaque"
"91","ENSG00000101463","SYNDIG1","sig","","pigtailed_macaque",0.90725159536636,"pigtailed_macaque"
"92","ENSG00000157470","FAM81A","sig","","pigtailed_macaque",0.141348642347647,"pigtailed_macaque"
"93","ENSG00000204642","HLA-F","","sig","human_related_olive_baboon ",6.10241941676435,"olive_baboon"
"94","ENSG00000137198","GMPR","","sig","human_related_olive_baboon ",5.55380826605063,"olive_baboon"
"95","ENSG00000115919","KYNU","","sig","human_related_olive_baboon ",4.73439929398508,"olive_baboon"
"96","ENSG00000179583","CIITA","","ns","human_related_olive_baboon ",4.66504689162911,"olive_baboon"
"97","ENSG00000162711","NLRP3","","ns","human_related_olive_baboon ",4.62834746142908,"olive_baboon"
"98","ENSG00000188582","PAQR9","","sig","human_related_olive_baboon ",4.51424736276146,"olive_baboon"
"99","ENSG00000149633","KIAA1755","","ns","human_related_olive_baboon ",4.236266858633,"olive_baboon"
"100","ENSG00000163235","TGFA","","ns","human_related_olive_baboon ",4.21786501336026,"olive_baboon"
"101","ENSG00000235750","KIAA0040","","ns","human_related_olive_baboon ",4.2023696367919,"olive_baboon"
"102","ENSG00000172156","CCL11","","ns","human_related_olive_baboon ",4.16504831422619,"olive_baboon"
"103","ENSG00000163644","PPM1K","","sig","human_related_olive_baboon ",3.53750975083597,"olive_baboon"
"104","ENSG00000101842","VSIG1","","sig","human_related_olive_baboon ",3.53522841161998,"olive_baboon"
"105","ENSG00000170542","SERPINB9","","ns","human_related_olive_baboon ",3.42998866092839,"olive_baboon"
"106","ENSG00000105639","JAK3","","ns","human_related_olive_baboon ",3.08001059269161,"olive_baboon"
"107","ENSG00000003147","ICA1","","ns","human_related_olive_baboon ",2.86627576568228,"olive_baboon"
"108","ENSG00000134028","ADAMDEC1","","sig","human_related_olive_baboon ",1.76905037870322,"olive_baboon"
"109","ENSG00000078053","AMPH","","sig","human_related_olive_baboon ",0.0709818510819806,"olive_baboon"
"110","ENSG00000117425","PTCH2","","sig","human_related_olive_baboon ",-0.642844557567321,"olive_baboon"
"111","ENSG00000105227","PRX","","sig","human_related_olive_baboon ",-1.46972399218299,"olive_baboon"
"112","ENSG00000226174","TEX22","","ns","human_related_olive_baboon ",-3.09387694633513,"olive_baboon"
"113","ENSG00000155966","AFF2","","ns","human_related_olive_baboon ",-3.44508098018311,"olive_baboon"
"114","ENSG00000157470","FAM81A","","ns","human_related_olive_baboon ",-3.80552114477754,"olive_baboon"
"115","ENSG00000101463","SYNDIG1","","ns","human_related_olive_baboon ",-3.84083021944757,"olive_baboon"
"116","ENSG00000204642","HLA-F","sig","","olive_baboon",2.98776355708322,"olive_baboon"
"117","ENSG00000137198","GMPR","sig","","olive_baboon",1.7253240638545,"olive_baboon"
"118","ENSG00000115919","KYNU","sig","","olive_baboon",0.625958474801872,"olive_baboon"
"119","ENSG00000179583","CIITA","sig","","olive_baboon",0.565800760883148,"olive_baboon"
"120","ENSG00000162711","NLRP3","sig","","olive_baboon",0.269734983494045,"olive_baboon"
"121","ENSG00000188582","PAQR9","sig","","olive_baboon",1.39727205998341,"olive_baboon"
