"","X","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","differs","significance","SYMBOL"
"13","ENSG00000138646",8.74255708863001,6.11952935614506e-209,"HERC5",8.76458615760404,2.56389441423406e-203,"HERC5","not","sig","HERC5"
"14","ENSG00000112096",4.53771936090453,2.87088879978444e-206,"SOD2, SOD2-OT1",4.87956705427912,6.1621207505098e-122,"SOD2, SOD2-OT1","not","sig","SOD2, SOD2-OT1"
"15","ENSG00000125347",3.74304756043671,5.42312499289743e-198,"IRF1",3.67759179808284,7.30415003578902e-204,"IRF1","not","sig","IRF1"
"16","ENSG00000107201",6.64160856980548,9.59140565531732e-197,"DDX58",6.65675947512289,6.64134378897304e-187,"DDX58","not","sig","DDX58"
"17","ENSG00000059378",4.17737306429308,3.90540892286094e-195,"PARP12",4.22899389668101,2.17785930934504e-183,"PARP12","not","sig","PARP12"
"18","ENSG00000004468",9.09363691233372,2.04560170665015e-194,"CD38",9.04295594289176,6.86571319737361e-242,"CD38","not","sig","CD38"
"19","ENSG00000173193",4.69727537256177,9.69559847160205e-192,"PARP14",4.68642817663873,1.86460489920546e-191,"PARP14","not","sig","PARP14"
"20","ENSG00000172183",7.07571698288256,6.43625078572e-190,"ISG20",7.28952437533379,8.26849188990778e-175,"ISG20","not","sig","ISG20"
"21","ENSG00000137965",5.57144642983773,7.50237843118374e-183,"IFI44",5.56365890932349,3.37025883877316e-185,"IFI44","not","sig","IFI44"
"22","ENSG00000116194",6.46364727875341,2.44020089216152e-182,"ANGPTL1",6.46529597873232,3.10994097246444e-186,"ANGPTL1","not","sig","ANGPTL1"
"23","ENSG00000131203",9.96601527554648,9.17765632603329e-182,"IDO1",9.97393142057949,5.73468510517766e-172,"IDO1","not","sig","IDO1"
"24","ENSG00000136689",6.64312589979389,2.21715023645536e-177,"IL1RN",6.640899179248,6.15166151524289e-178,"IL1RN","not","sig","IL1RN"
"25","ENSG00000132256",3.68164272336788,1.1588198540648e-176,"TRIM5",3.62373560952302,5.85082857314362e-188,"TRIM5","not","sig","TRIM5"
"26","ENSG00000168961",9.32910452470466,8.89048844191106e-173,"LGALS9",9.52134716062688,7.74829226792948e-229,"LGALS9","not","sig","LGALS9"
"27","ENSG00000102524",8.85829943545686,1.80338706775627e-171,"TNFSF13B",9.07772096688514,1.64734941479792e-107,"TNFSF13B","not","sig","TNFSF13B"
"28","ENSG00000137752",6.41338422225184,1.25166621472863e-169,"CASP1",6.29892213642482,4.76885220601383e-180,"CASP1","not","sig","CASP1"
"29","ENSG00000166920",6.34044990144917,3.13835964514802e-169,"C15orf48",6.34206022897426,7.25851031129667e-174,"C15orf48","not","sig","C15orf48"
"30","ENSG00000132274",4.69816986021564,1.42809360051008e-168,"TRIM22",4.70039425374891,5.28551791425559e-167,"TRIM22","not","sig","TRIM22"
"31","ENSG00000154229",-2.17469860392512,3.93068715137884e-168,"PRKCA",-1.79662652313894,9.21689986479513e-49,"PRKCA","not","sig","PRKCA"
"32","ENSG00000003402",2.43239149005664,1.96963374064816e-166,"CFLAR",2.67165748248497,1.60704258773958e-180,"CFLAR","not","sig","CFLAR"
"33","ENSG00000132530",6.10940301643818,7.00845307099049e-159,"XAF1",6.04309870586862,3.33724920802001e-145,"XAF1","not","sig","XAF1"
"34","ENSG00000187608",8.80108579499937,1.49149955019908e-156,"ISG15",8.83300020369698,5.3062722074079e-154,"ISG15","not","sig","ISG15"
"35","ENSG00000115267",6.75872363780964,7.49750869433644e-155,"IFIH1",6.77269287004158,1.45871479053413e-153,"IFIH1","not","sig","IFIH1"
"36","ENSG00000115415",2.96057858209511,2.62587476601068e-154,"STAT1",2.95051808971316,6.39484150918868e-154,"STAT1","not","sig","STAT1"
"37","ENSG00000162654",5.51640317725856,1.34347215544285e-152,"GBP4",5.53129807571257,1.10914857718802e-125,"GBP4","not","sig","GBP4"
"38","ENSG00000164342",4.79478717654299,4.05729086459665e-152,"TLR3",4.87008633162261,1.21173331586061e-149,"TLR3","not","sig","TLR3"
"39","ENSG00000169245",10.0534327439184,1.79789760366624e-148,"CXCL10",10.0578429187765,2.32888790325165e-144,"CXCL10","not","sig","CXCL10"
"40","ENSG00000100226",2.73041917040577,8.17559557386104e-147,"GTPBP1",2.74207218077731,5.34973767522837e-147,"GTPBP1","not","sig","GTPBP1"
"41","ENSG00000133106",6.23430333182082,5.81631085464215e-146,"EPSTI1",6.23724485028766,1.10441287514996e-144,"EPSTI1","not","sig","EPSTI1"
"42","ENSG00000163840",3.21466138214336,7.32111172058042e-144,"DTX3L",3.18623475814204,1.34259191778931e-132,"DTX3L","not","sig","DTX3L"
"43","ENSG00000130303",8.90832713665283,1.18184918201366e-143,"BST2",8.88180511478628,2.84033486181588e-156,"BST2","not","sig","BST2"
"44","ENSG00000169248",10.176948039159,6.96164246483834e-143,"CXCL11",10.1754765073362,1.78932787765549e-137,"CXCL11","not","sig","CXCL11"
"45","ENSG00000165949",9.02804537482273,1.10594815100565e-139,"IFI27",9.17285943097661,5.71893158177935e-150,"IFI27","not","sig","IFI27"
"46","ENSG00000185404",3.08249612561918,3.31041723397131e-138,"SP140L",3.12387642822817,4.38146891528402e-131,"SP140L","not","sig","SP140L"
"47","ENSG00000168679",3.78293645326469,9.77046524981027e-137,"SLC16A4",3.75058748561949,6.62029422198048e-148,"SLC16A4","not","sig","SLC16A4"
"48","ENSG00000002549",3.50966298173914,2.50717023084386e-135,"LAP3",3.51099760344137,3.61363038131268e-121,"LAP3","not","sig","LAP3"
"49","ENSG00000184979",6.52079273842133,6.10975814303313e-135,"USP18",6.56452606344472,1.56481153030958e-129,"USP18","not","sig","USP18"
"50","ENSG00000131979",6.27506954237016,5.07277840383103e-134,"GCH1",6.95486852832484,1.68497062072066e-127,"GCH1","not","sig","GCH1"
"51","ENSG00000172936",3.31944359698242,9.96514524356628e-134,"MYD88",3.25483466700067,2.20844525390479e-83,"MYD88","not","sig","MYD88"
