"","X","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","differs","significance","SYMBOL"
"291","ENSG00000112149",6.44055245177691,9.8429352477434e-35,"CD83",6.4368168339822,1.47889994379939e-34,"CD83","not","sig","CD83"
"292","ENSG00000173702",7.27097461912124,1.09921366282132e-34,"MUC13",7.44402619244205,1.89255165862243e-28,"MUC13","not","sig","MUC13"
"293","ENSG00000133121",0.936708769048014,1.2094656739474e-34,"STARD13",0.92367022046892,3.13166445437102e-33,"STARD13","not","sig","STARD13"
"294","ENSG00000184304",0.882698302034646,2.55619820512825e-34,"PRKD1",0.887812866099902,3.46605887354e-32,"PRKD1","not","sig","PRKD1"
"295","ENSG00000196549",1.65596734150012,3.44384277377924e-34,"MME",1.64319584985486,1.69205945809814e-33,"MME","not","sig","MME"
"296","ENSG00000132670",0.765172342145107,3.58690163517602e-34,"PTPRA",0.765188590441154,7.27567891716968e-34,"PTPRA","not","sig","PTPRA"
"297","ENSG00000173391",5.57874641175356,3.59736324992387e-34,"OLR1",5.57558863754403,4.60077198279292e-34,"OLR1","not","sig","OLR1"
"298","ENSG00000104312",1.95262712274024,4.14857535486334e-34,"RIPK2",1.94768930203109,4.53915481434518e-34,"RIPK2","not","sig","RIPK2"
"299","ENSG00000181019",-1.55911912234357,5.09597256435713e-34,"NQO1",-1.57304489135725,1.47889994379939e-34,"NQO1","not","sig","NQO1"
"300","ENSG00000072952",-1.94749910423412,6.28740797100664e-34,"MRVI1",-2.0758046738415,1.52619678855519e-33,"MRVI1","not","sig","MRVI1"
"301","ENSG00000135604",2.12856813525341,6.78541855503626e-34,"STX11",2.14419306872944,3.22560441765799e-31,"STX11","not","sig","STX11"
"302","ENSG00000204632",2.17058155098781,7.02608894761512e-34,"HLA-G",2.15603907572098,1.20857257694867e-22,"HLA-G","not","sig","HLA-G"
"303","ENSG00000168310",1.30774002011016,7.79547248545466e-34,"IRF2",1.34309765798652,9.87607774645424e-36,"IRF2","not","sig","IRF2"
"304","ENSG00000053747",2.06876869747826,9.30276786037604e-34,"LAMA3",2.05574479120881,2.77665715871198e-33,"LAMA3","not","sig","LAMA3"
"305","ENSG00000168386",1.55479954978273,1.05205713218957e-33,"FILIP1L",1.53686907589817,3.70373017816598e-33,"FILIP1L","not","sig","FILIP1L"
"306","ENSG00000086065",1.32498040787368,1.09308343553912e-33,"CHMP5",1.32755277872034,7.40537323034594e-35,"CHMP5","not","sig","CHMP5"
"307","ENSG00000154678",-1.66674348951462,1.09753776078251e-33,"PDE1C",-1.59489015392744,1.22812832347027e-31,"PDE1C","not","sig","PDE1C"
"308","ENSG00000113645",2.45003635094154,1.23046590838195e-33,"WWC1",2.41279350259834,2.13491610894782e-32,"WWC1","not","sig","WWC1"
"309","ENSG00000115963",1.16953751572457,1.40787419442184e-33,"RND3",1.15734631201427,2.01915610426306e-32,"RND3","not","sig","RND3"
"310","ENSG00000171860",5.70912413690098,2.41190007007539e-33,"C3AR1",5.57339731342158,3.60567427566742e-30,"C3AR1","not","sig","C3AR1"
"311","ENSG00000171855",8.74857724235887,2.89889782332068e-33,"IFNB1",8.46857602898232,4.64537559532149e-31,"IFNB1","not","sig","IFNB1"
"312","ENSG00000145901",2.77940340019517,2.9222310619828e-33,"TNIP1",2.77787401267626,4.43368015185271e-33,"TNIP1","not","sig","TNIP1"
"313","ENSG00000100368",1.00378886143901,2.98932312886529e-33,"CSF2RB",0.982469950557811,1.9538584710279e-33,"CSF2RB","not","sig","CSF2RB"
"314","ENSG00000197852",-2.67260640435741,3.00136544376708e-33,"FAM212B, LOC101928718",-2.69382239912156,1.24934346071613e-33,"FAM212B, LOC101928718","not","sig","FAM212B, LOC101928718"
"315","ENSG00000166250",1.78280089492842,3.26037217738707e-33,"CLMP",1.80924604210594,2.18585994233322e-35,"CLMP","not","sig","CLMP"
"316","ENSG00000184898",1.37329152704773,3.59528301549283e-33,"RBM43",1.3575008050003,1.08649781137312e-32,"RBM43","not","sig","RBM43"
"317","ENSG00000164211",1.45698721999206,3.91325705111447e-33,"STARD4",1.44788148080938,2.39630623387759e-32,"STARD4","not","sig","STARD4"
"318","ENSG00000140280",2.38819699113053,4.21886393785943e-33,"LYSMD2",2.36882268562661,2.03300299878584e-32,"LYSMD2","not","sig","LYSMD2"
"319","ENSG00000075218",-1.50616891038109,5.11243522685978e-33,"GTSE1",-1.52206252341051,3.07802478036861e-32,"GTSE1","not","sig","GTSE1"
"320","ENSG00000166750",1.95815348653623,6.52471510290018e-33,"SLFN5",1.89280035050256,8.11725717448532e-30,"SLFN5","not","sig","SLFN5"
"321","ENSG00000102452",-2.3715528097425,7.86931958963131e-33,"NALCN",-2.38032887431096,9.1735411309644e-33,"NALCN","not","sig","NALCN"
"322","ENSG00000090339",4.65453328951339,9.99487406241516e-33,"ICAM1",4.71598408795452,1.08684245783913e-33,"ICAM1","not","sig","ICAM1"
"323","ENSG00000166165",-1.62455201660119,1.84677604074891e-32,"CKB",-1.64189040374627,3.18346742550554e-33,"CKB","not","sig","CKB"
"324","ENSG00000140379",7.34887783887795,2.18723437634296e-32,"BCL2A1",7.34146853024719,2.26024636672172e-32,"BCL2A1","not","sig","BCL2A1"
"325","ENSG00000178726",2.5985580774419,2.46673867590236e-32,"THBD",2.51120397478392,3.58457891514713e-29,"THBD","not","sig","THBD"
"326","ENSG00000125726",3.30445915050212,2.75732985044355e-32,"CD70",3.3062472298556,1.76725550055308e-31,"CD70","not","sig","CD70"
"327","ENSG00000173482",-0.829474167287258,2.96155378416704e-32,"PTPRM",-0.840678313844871,5.88843625696937e-33,"PTPRM","not","sig","PTPRM"
"328","ENSG00000198133",2.26010184397054,3.15744808027143e-32,"TMEM229B",2.19714341336966,1.32395997899128e-16,"TMEM229B","not","sig","TMEM229B"
"329","ENSG00000015475",1.22995642671489,4.20298849856871e-32,"BID",1.21184610338283,9.11361215680235e-31,"BID","not","sig","BID"
"330","ENSG00000163661",2.1544302767587,4.43629911196891e-32,"PTX3",2.1428316048023,8.72751299282449e-32,"PTX3","not","sig","PTX3"
"331","ENSG00000107262",1.11491822268007,4.52349504932163e-32,"BAG1",1.15277548968124,6.4330749841822e-31,"BAG1","not","sig","BAG1"
"332","ENSG00000159403",1.91836252226386,5.28747227294405e-32,"C1R",1.89064480263268,1.48413214645649e-31,"C1R","not","sig","C1R"
"333","ENSG00000079385",8.51277264255853,6.31855040433262e-32,"CEACAM1",8.28506147497545,2.98244553291046e-30,"CEACAM1","not","sig","CEACAM1"
"334","ENSG00000160199",-0.885357019105557,7.9595141226647e-32,"PKNOX1",-0.929481151769689,1.74220164964693e-33,"PKNOX1","not","sig","PKNOX1"
"335","ENSG00000165806",1.04605324193792,8.09267945717044e-32,"CASP7",1.03273824588204,1.19324437265311e-30,"CASP7","not","sig","CASP7"
"336","ENSG00000144655",1.48779209440518,1.06608917773578e-31,"CSRNP1",1.46640927082829,4.59726613603832e-31,"CSRNP1","not","sig","CSRNP1"
"337","ENSG00000118194",-2.17706966081071,1.32133754775497e-31,"TNNT2",-1.99810406148974,1.8515000019417e-27,"TNNT2","not","sig","TNNT2"
"338","ENSG00000136026",0.856731821815409,2.04684058222908e-31,"CKAP4",0.845136669809799,7.63536061770376e-31,"CKAP4","not","sig","CKAP4"
"339","ENSG00000100346",6.38067023062178,2.71885952926587e-31,"CACNA1I",7.58459469894259,1.79563398739816e-26,"CACNA1I","not","sig","CACNA1I"
"340","ENSG00000136490",2.10724966991841,3.41971736968682e-31,"LIMD2",2.10899776733847,3.42945216627676e-31,"LIMD2","not","sig","LIMD2"
"341","ENSG00000105639",2.18742540220908,3.53744404004166e-31,"JAK3",2.23289638757959,9.77148989222603e-28,"JAK3","not","sig","JAK3"
"342","ENSG00000128422",4.34418951133046,7.44584996874915e-31,"KRT17",4.30338080781123,9.25712099855286e-32,"KRT17","not","sig","KRT17"
"343","ENSG00000145284",-1.8532371029613,7.84414232839588e-31,"SCD5",-1.86311577478148,1.09932849262525e-31,"SCD5","not","sig","SCD5"
"344","ENSG00000119714",2.56670493151713,1.00153631035657e-30,"GPR68",2.61341632907644,1.41686580218376e-25,"GPR68","not","sig","GPR68"
"345","ENSG00000131323",0.809202798499645,1.36745367658828e-30,"TRAF3",0.882389464037479,1.0536697974652e-31,"TRAF3","not","sig","TRAF3"
"346","ENSG00000185722",1.02107516396974,2.31655354390714e-30,"ANKFY1",1.00766001432463,2.64866606306542e-29,"ANKFY1","not","sig","ANKFY1"
"347","ENSG00000146918",-1.22082339879662,3.33065899291702e-30,"NCAPG2",-1.23407137173972,1.0225253976144e-30,"NCAPG2","not","sig","NCAPG2"
"348","ENSG00000127329",1.63857378490307,3.38559135670003e-30,"PTPRB",1.63952815117629,1.24867554510925e-30,"PTPRB","not","sig","PTPRB"
"349","ENSG00000064012",1.51836425350568,3.53729099239548e-30,"CASP8",1.47351981686884,6.8477459537707e-29,"CASP8","not","sig","CASP8"
"350","ENSG00000154319",1.39838450465937,5.02322963915058e-30,"FAM167A",1.37155841777624,9.02979637581599e-29,"FAM167A","not","sig","FAM167A"
"351","ENSG00000149968",1.92940126388541,5.94278200569701e-30,"MMP3",1.92087403549316,2.66084243027692e-29,"MMP3","not","sig","MMP3"
"352","ENSG00000109320",1.19938198084267,7.52214287849043e-30,"NFKB1",1.18433630999864,8.41362862323421e-29,"NFKB1","not","sig","NFKB1"
