"","X","log2FoldChange_species_ref","padj_species_ref","SYMBOL_species_ref","log2FoldChange_human_ref","padj_human_ref","SYMBOL_human_ref","differs","significance","SYMBOL"
"119","ENSG00000105894",2.07480705405225,6.00758713759337e-50,"PTN",2.07487197820415,3.66919428743911e-48,"PTN","not","sig","PTN"
"120","ENSG00000180914",-3.76091356322611,6.05007952175287e-50,"OXTR",-3.57485003571619,4.02818498558025e-56,"OXTR","not","sig","OXTR"
"121","ENSG00000100739",3.57863414035186,7.25130760444327e-50,"BDKRB1",3.59766352478841,3.39851217341409e-45,"BDKRB1","not","sig","BDKRB1"
"122","ENSG00000271503",7.59390239973309,7.78992130388992e-50,"CCL5",7.85019611794575,4.36747190699323e-56,"CCL5","not","sig","CCL5"
"123","ENSG00000133106",2.51735307679697,9.45591931825239e-50,"EPSTI1",2.5219120164472,1.60625957966186e-55,"EPSTI1","not","sig","EPSTI1"
"124","ENSG00000121060",2.54634859730365,1.27751343165408e-49,"TRIM25",2.64294061496826,1.57060654600872e-46,"TRIM25","not","sig","TRIM25"
"125","ENSG00000127920",2.52107072684556,3.07399029536309e-47,"GNG11",2.75793848727902,1.07455121945423e-62,"GNG11","not","sig","GNG11"
"126","ENSG00000130813",3.55768796459293,9.44577941056143e-47,"C19orf66",3.52667853128637,4.73226008812209e-44,"C19orf66","not","sig","C19orf66"
"127","ENSG00000137462",4.10183778813487,1.06304228252955e-46,"TLR2",4.17647455363387,3.13950026040762e-51,"TLR2","not","sig","TLR2"
"128","ENSG00000204287",8.31752847068112,1.78176043189225e-46,"HLA-DRA",8.39561945206086,6.87155798003047e-48,"HLA-DRA","not","sig","HLA-DRA"
"129","ENSG00000086065",1.71125868262177,1.8781416271988e-46,"CHMP5",1.74486961709573,8.68545167113902e-43,"CHMP5","not","sig","CHMP5"
"130","ENSG00000124226",1.89817713474024,2.75411248699751e-46,"RNF114",1.89717337245622,2.36672559615417e-51,"RNF114","not","sig","RNF114"
"131","ENSG00000133321",6.97975713177634,3.06542651233805e-46,"RARRES3",7.47535014450706,2.63226133583371e-37,"RARRES3","not","sig","RARRES3"
"132","ENSG00000116133",-2.24132350366804,1.54527931453015e-45,"DHCR24",-2.15206103132376,3.68180025483385e-67,"DHCR24","not","sig","DHCR24"
